start_time : 2024_11_18_14:39:38
name : labopt_logs\lab_opt_2024_11\optimization__2024-11-18-14-39__shgo__.txt
method : shgo
args : (6, 8, -5, 2)
paras_init : array([3, 0, 4, 2])
bounds : ((-10, 10), (-10, 10), (-10, 10), (-10, 10))
max_run : 10
form : rounds, time, parameters, cost 


0, 18:14:39:38, [10.0,10.0,10.0,-10.0], -76.461393
304, 18:14:39:49, [5.736186899591613,10.0,-7.536833954593845,-0.25249561667262577], -477.780875
305, 18:14:39:49, [5.736186889591613,9.99999999,-7.536833954593845,-0.25249561667262577], -477.780875
306, 18:14:39:49, [5.736186889591613,10.0,-7.5368339445938455,-0.25249561667262577], -477.780875
307, 18:14:39:49, [5.736186889591613,10.0,-7.536833954593845,-0.25249560667262577], -477.780875
308, 18:14:39:49, [6.180964608719066,10.0,-6.178602349337365,0.795826771904049], -482.374305
309, 18:14:39:49, [6.180964618719066,10.0,-6.178602349337365,0.795826771904049], -482.374305
310, 18:14:39:49, [6.180964608719066,9.99999999,-6.178602349337365,0.795826771904049], -482.374305
311, 18:14:39:49, [6.180964608719066,10.0,-6.178602339337365,0.795826771904049], -482.374305
312, 18:14:39:49, [6.180964608719066,10.0,-6.178602349337365,0.7958267819040491], -482.374305
313, 18:14:39:50, [5.8448455873084,10.0,-6.4035473081700935,0.3734387117950676], -483.933889
314, 18:14:39:50, [5.8448455973084,10.0,-6.4035473081700935,0.3734387117950676], -483.933889
315, 18:14:39:50, [5.8448455873084,9.99999999,-6.4035473081700935,0.3734387117950676], -483.933888
316, 18:14:39:50, [5.8448455873084,10.0,-6.403547298170094,0.3734387117950676], -483.933889
317, 18:14:39:50, [5.8448455873084,10.0,-6.4035473081700935,0.3734387217950676], -483.933888
318, 18:14:39:50, [5.836173310649373,10.0,-6.383737498789385,0.13722281734461678], -484.091737
319, 18:14:39:50, [5.836173320649373,10.0,-6.383737498789385,0.13722281734461678], -484.091737
320, 18:14:39:50, [5.836173310649373,9.99999999,-6.383737498789385,0.13722281734461678], -484.091737
321, 18:14:39:50, [5.836173310649373,10.0,-6.383737488789385,0.13722281734461678], -484.091737
322, 18:14:39:50, [5.836173310649373,10.0,-6.383737498789385,0.13722282734461677], -484.091737
323, 18:14:39:50, [5.8330663137522025,10.0,-6.335544523471435,0.1593658441745146], -484.104947
324, 18:14:39:50, [5.8330663237522025,10.0,-6.335544523471435,0.1593658441745146], -484.104947
325, 18:14:39:50, [5.8330663137522025,9.99999999,-6.335544523471435,0.1593658441745146], -484.104947
326, 18:14:39:50, [5.8330663137522025,10.0,-6.335544513471435,0.1593658441745146], -484.104947
327, 18:14:39:50, [5.8330663137522025,10.0,-6.335544523471435,0.1593658541745146], -484.104947
328, 18:14:39:50, [5.836475741531127,10.0,-6.327012556458504,0.15849717879195063], -484.105263
329, 18:14:39:50, [5.836475751531127,10.0,-6.327012556458504,0.15849717879195063], -484.105263
330, 18:14:39:50, [5.836475741531127,9.99999999,-6.327012556458504,0.15849717879195063], -484.105263
331, 18:14:39:50, [5.836475741531127,10.0,-6.327012546458504,0.15849717879195063], -484.105263
332, 18:14:39:50, [5.836475741531127,10.0,-6.327012556458504,0.15849718879195063], -484.105263
333, 18:14:39:50, [5.836313245788639,10.0,-6.326968355909857,0.15856472835982227], -484.105263
334, 18:14:39:50, [5.836313255788639,10.0,-6.326968355909857,0.15856472835982227], -484.105263
335, 18:14:39:50, [5.836313245788639,9.99999999,-6.326968355909857,0.15856472835982227], -484.105263
336, 18:14:39:50, [5.836313245788639,10.0,-6.326968345909857,0.15856472835982227], -484.105263
337, 18:14:39:50, [5.836313245788639,10.0,-6.326968355909857,0.15856473835982227], -484.105263
338, 18:14:39:50, [10.0,0.0,-10.0,0.0], -372.695464
339, 18:14:39:50, [9.99999999,0.0,-10.0,0.0], -372.695464
340, 18:14:39:50, [10.0,1e-08,-10.0,0.0], -372.695464
341, 18:14:39:51, [10.0,0.0,-9.99999999,0.0], -372.695464
342, 18:14:39:51, [10.0,0.0,-10.0,1e-08], -372.695464
343, 18:14:39:51, [7.288415667466027,10.0,-0.44312709832134267,1.112709924200317], -456.060502
344, 18:14:39:51, [7.288415677466027,10.0,-0.44312709832134267,1.112709924200317], -456.060502
345, 18:14:39:51, [7.288415667466027,9.99999999,-0.44312709832134267,1.112709924200317], -456.060502
346, 18:14:39:51, [7.288415667466027,10.0,-0.4431270883213427,1.112709924200317], -456.060502
347, 18:14:39:51, [7.288415667466027,10.0,-0.44312709832134267,1.1127099342003168], -456.060502
348, 18:14:39:51, [4.066203513104876,10.0,-3.5006267829882356,-0.3786641248126805], -460.653791
349, 18:14:39:51, [4.066203523104876,10.0,-3.5006267829882356,-0.3786641248126805], -460.653791
350, 18:14:39:51, [4.066203513104876,9.99999999,-3.5006267829882356,-0.3786641248126805], -460.653791
351, 18:14:39:51, [4.066203513104876,10.0,-3.5006267729882357,-0.3786641248126805], -460.653791
352, 18:14:39:51, [4.066203513104876,10.0,-3.5006267829882356,-0.37866411481268053], -460.653791
353, 18:14:39:51, [5.821465156037513,10.0,-4.304179629741256,0.186638514125378], -475.248159
354, 18:14:39:51, [5.8214651660375125,10.0,-4.304179629741256,0.186638514125378], -475.248159
355, 18:14:39:51, [5.821465156037513,9.99999999,-4.304179629741256,0.186638514125378], -475.248159
356, 18:14:39:51, [5.821465156037513,10.0,-4.304179619741256,0.186638514125378], -475.248159
357, 18:14:39:51, [5.821465156037513,10.0,-4.304179629741256,0.18663852412537799], -475.248159
358, 18:14:39:51, [7.001207196772709,10.0,-7.020199906158012,0.35720608391044506], -477.202811
359, 18:14:39:51, [7.001207206772709,10.0,-7.020199906158012,0.35720608391044506], -477.202811
360, 18:14:39:51, [7.001207196772709,9.99999999,-7.020199906158012,0.35720608391044506], -477.202811
361, 18:14:39:51, [7.001207196772709,10.0,-7.020199896158012,0.35720608391044506], -477.202811
362, 18:14:39:51, [7.001207196772709,10.0,-7.020199906158012,0.35720609391044505], -477.202811
363, 18:14:39:51, [6.254111705034896,10.0,-5.30022517107531,0.24919072290518174], -480.191789
364, 18:14:39:51, [6.254111715034896,10.0,-5.30022517107531,0.24919072290518174], -480.191789
365, 18:14:39:51, [6.254111705034896,9.99999999,-5.30022517107531,0.24919072290518174], -480.191789
366, 18:14:39:51, [6.254111705034896,10.0,-5.30022516107531,0.24919072290518174], -480.191789
367, 18:14:39:51, [6.254111705034896,10.0,-5.30022517107531,0.24919073290518173], -480.191789
368, 18:14:39:52, [8.226813344389388,10.0,-10.0,0.5252008487991984], -433.528622
369, 18:14:39:52, [8.226813354389389,10.0,-10.0,0.5252008487991984], -433.528622
370, 18:14:39:52, [8.226813344389388,9.99999999,-10.0,0.5252008487991984], -433.528622
371, 18:14:39:52, [8.226813344389388,10.0,-9.99999999,0.5252008487991984], -433.528622
372, 18:14:39:52, [8.226813344389388,10.0,-10.0,0.5252008587991984], -433.528622
373, 18:14:39:52, [6.423579703309501,10.0,-5.703966627314913,0.2729018014614332], -481.427492
374, 18:14:39:52, [6.4235797133095005,10.0,-5.703966627314913,0.2729018014614332], -481.427492
375, 18:14:39:52, [6.423579703309501,9.99999999,-5.703966627314913,0.2729018014614332], -481.427492
376, 18:14:39:52, [6.423579703309501,10.0,-5.703966617314913,0.2729018014614332], -481.427492
377, 18:14:39:52, [6.423579703309501,10.0,-5.703966627314913,0.2729018114614332], -481.427492
378, 18:14:39:52, [5.978614565289795,10.0,-6.590626546262885,0.3540246862957961], -483.636737
379, 18:14:39:52, [5.978614575289795,10.0,-6.590626546262885,0.3540246862957961], -483.636737
380, 18:14:39:52, [5.978614565289795,9.99999999,-6.590626546262885,0.3540246862957961], -483.636737
381, 18:14:39:52, [5.978614565289795,10.0,-6.590626536262885,0.3540246862957961], -483.636737
382, 18:14:39:52, [5.978614565289795,10.0,-6.590626546262885,0.3540246962957961], -483.636737
383, 18:14:39:52, [5.800042634056193,10.0,-6.268545185305435,0.19820233959138955], -484.082217
384, 18:14:39:52, [5.800042644056193,10.0,-6.268545185305435,0.19820233959138955], -484.082217
385, 18:14:39:52, [5.800042634056193,9.99999999,-6.268545185305435,0.19820233959138955], -484.082217
386, 18:14:39:52, [5.800042634056193,10.0,-6.268545175305435,0.19820233959138955], -484.082217
387, 18:14:39:52, [5.800042634056193,10.0,-6.268545185305435,0.19820234959138955], -484.082217
388, 18:14:39:52, [5.8388409490750215,10.0,-6.320785184940875,0.16239251476969074], -484.105047
389, 18:14:39:52, [5.838840959075021,10.0,-6.320785184940875,0.16239251476969074], -484.105047
390, 18:14:39:52, [5.8388409490750215,9.99999999,-6.320785184940875,0.16239251476969074], -484.105047
391, 18:14:39:52, [5.8388409490750215,10.0,-6.320785174940875,0.16239251476969074], -484.105047
392, 18:14:39:52, [5.8388409490750215,10.0,-6.320785184940875,0.16239252476969074], -484.105047
393, 18:14:39:52, [5.83591092644979,10.0,-6.327461299242897,0.15866522769753527], -484.105262
394, 18:14:39:52, [5.83591093644979,10.0,-6.327461299242897,0.15866522769753527], -484.105262
395, 18:14:39:52, [5.83591092644979,9.99999999,-6.327461299242897,0.15866522769753527], -484.105262
396, 18:14:39:53, [5.83591092644979,10.0,-6.327461289242897,0.15866522769753527], -484.105262
397, 18:14:39:53, [5.83591092644979,10.0,-6.327461299242897,0.15866523769753527], -484.105262
398, 18:14:39:53, [5.836332385395745,10.0,-6.326968170620313,0.1585489396497745], -484.105263
399, 18:14:39:53, [5.836332395395745,10.0,-6.326968170620313,0.1585489396497745], -484.105263
400, 18:14:39:53, [5.836332385395745,9.99999999,-6.326968170620313,0.1585489396497745], -484.105263
401, 18:14:39:53, [5.836332385395745,10.0,-6.326968160620313,0.1585489396497745], -484.105263
402, 18:14:39:53, [5.836332385395745,10.0,-6.326968170620313,0.1585489496497745], -484.105263
403, 18:14:39:53, [5.836319376670087,10.0,-6.326970973998177,0.15856707511151308], -484.105263
404, 18:14:39:53, [5.836319386670087,10.0,-6.326970973998177,0.15856707511151308], -484.105263
405, 18:14:39:53, [5.836319376670087,9.99999999,-6.326970973998177,0.15856707511151308], -484.105263
406, 18:14:39:53, [5.836319376670087,10.0,-6.3269709639981775,0.15856707511151308], -484.105263
407, 18:14:39:53, [5.836319376670087,10.0,-6.326970973998177,0.15856708511151307], -484.105263
408, 18:14:39:53, [0.0,10.0,-10.0,0.0], -412.695464
409, 18:14:39:53, [1e-08,10.0,-10.0,0.0], -412.695464
410, 18:14:39:53, [0.0,9.99999999,-10.0,0.0], -412.695464
411, 18:14:39:53, [0.0,10.0,-9.99999999,0.0], -412.695464
412, 18:14:39:53, [0.0,10.0,-10.0,1e-08], -412.695464
413, 18:14:39:53, [9.112710586123285,10.0,-0.44312709832134267,1.112709924200317], -441.746484
414, 18:14:39:53, [9.112710596123286,10.0,-0.44312709832134267,1.112709924200317], -441.746484
415, 18:14:39:53, [9.112710586123285,9.99999999,-0.44312709832134267,1.112709924200317], -441.746484
416, 18:14:39:53, [9.112710586123285,10.0,-0.4431270883213427,1.112709924200317], -441.746484
417, 18:14:39:53, [9.112710586123285,10.0,-0.44312709832134267,1.1127099342003168], -441.746484
418, 18:14:39:53, [5.8770774729839115,10.0,-5.058425552406144,-0.3514636056702768], -478.592993
419, 18:14:39:53, [5.877077482983911,10.0,-5.058425552406144,-0.3514636056702768], -478.592993
420, 18:14:39:53, [5.8770774729839115,9.99999999,-5.058425552406144,-0.3514636056702768], -478.592993
421, 18:14:39:53, [5.8770774729839115,10.0,-5.058425542406144,-0.3514636056702768], -478.592993
422, 18:14:39:53, [5.8770774729839115,10.0,-5.058425552406144,-0.3514635956702768], -478.592993
423, 18:14:39:53, [3.1306385117674775,10.0,-10.0,1.584223175704016], -425.497018
424, 18:14:39:54, [3.1306385217674775,10.0,-10.0,1.584223175704016], -425.497018
425, 18:14:39:54, [3.1306385117674775,9.99999999,-10.0,1.584223175704016], -425.497018
426, 18:14:39:54, [3.1306385117674775,10.0,-9.99999999,1.584223175704016], -425.497018
427, 18:14:39:54, [3.1306385117674775,10.0,-10.0,1.5842231857040159], -425.497018
428, 18:14:39:54, [5.51789374587473,10.0,-5.704692646974345,-0.09831135926387924], -482.175643
429, 18:14:39:54, [5.51789375587473,10.0,-5.704692646974345,-0.09831135926387924], -482.175643
430, 18:14:39:54, [5.51789374587473,9.99999999,-5.704692646974345,-0.09831135926387924], -482.175643
431, 18:14:39:54, [5.51789374587473,10.0,-5.704692636974345,-0.09831135926387924], -482.175643
432, 18:14:39:54, [5.51789374587473,10.0,-5.704692646974345,-0.09831134926387924], -482.175643
433, 18:14:39:54, [5.958093280737558,10.0,-7.006666040654627,0.3163026150791871], -482.169372
434, 18:14:39:54, [5.958093290737558,10.0,-7.006666040654627,0.3163026150791871], -482.169372
435, 18:14:39:54, [5.958093280737558,9.99999999,-7.006666040654627,0.3163026150791871], -482.169372
436, 18:14:39:54, [5.958093280737558,10.0,-7.006666030654627,0.3163026150791871], -482.169372
437, 18:14:39:54, [5.958093280737558,10.0,-7.006666040654627,0.3163026250791871], -482.169372
438, 18:14:39:54, [5.740943217843444,10.0,-6.364403652957565,0.1117738878204656], -484.056211
439, 18:14:39:54, [5.740943227843444,10.0,-6.364403652957565,0.1117738878204656], -484.056211
440, 18:14:39:54, [5.740943217843444,9.99999999,-6.364403652957565,0.1117738878204656], -484.056211
441, 18:14:39:54, [5.740943217843444,10.0,-6.364403642957565,0.1117738878204656], -484.056211
442, 18:14:39:54, [5.740943217843444,10.0,-6.364403652957565,0.1117738978204656], -484.056211
443, 18:14:39:54, [5.882952796581049,10.0,-6.271296385920176,0.23716633802427467], -484.064668
444, 18:14:39:54, [5.882952806581049,10.0,-6.271296385920176,0.23716633802427467], -484.064668
445, 18:14:39:54, [5.882952796581049,9.99999999,-6.271296385920176,0.23716633802427467], -484.064668
446, 18:14:39:54, [5.882952796581049,10.0,-6.271296375920176,0.23716633802427467], -484.064668
447, 18:14:39:54, [5.882952796581049,10.0,-6.271296385920176,0.23716634802427466], -484.064668
448, 18:14:39:54, [5.837494601472064,10.0,-6.328954464109943,0.16002179646852846], -484.105236
449, 18:14:39:54, [5.837494611472064,10.0,-6.328954464109943,0.16002179646852846], -484.105236
450, 18:14:39:55, [5.837494601472064,9.99999999,-6.328954464109943,0.16002179646852846], -484.105236
451, 18:14:39:55, [5.837494601472064,10.0,-6.328954454109943,0.16002179646852846], -484.105236
452, 18:14:39:55, [5.837494601472064,10.0,-6.328954464109943,0.16002180646852845], -484.105236
453, 18:14:39:55, [5.836115801442002,10.0,-6.326697988376441,0.15846789818591644], -484.105263
454, 18:14:39:55, [5.836115811442002,10.0,-6.326697988376441,0.15846789818591644], -484.105263
455, 18:14:39:55, [5.836115801442002,9.99999999,-6.326697988376441,0.15846789818591644], -484.105263
456, 18:14:39:55, [5.836115801442002,10.0,-6.326697978376441,0.15846789818591644], -484.105263
457, 18:14:39:55, [5.836115801442002,10.0,-6.326697988376441,0.15846790818591644], -484.105263
458, 18:14:39:55, [5.83631911919323,10.0,-6.326972828000375,0.15856561308453423], -484.105263
459, 18:14:39:55, [5.83631912919323,10.0,-6.326972828000375,0.15856561308453423], -484.105263
460, 18:14:39:55, [5.83631911919323,9.99999999,-6.326972828000375,0.15856561308453423], -484.105263
461, 18:14:39:55, [5.83631911919323,10.0,-6.3269728180003755,0.15856561308453423], -484.105263
462, 18:14:39:55, [5.83631911919323,10.0,-6.326972828000375,0.15856562308453423], -484.105263
463, 18:14:39:55, [0.0,10.0,10.0,10.0], -147.719923
464, 18:14:39:55, [0.0,10.0,10.0,0.0], -215.836958
465, 18:14:39:55, [-10.0,-10.0,0.0,10.0], 198.563065
466, 18:14:39:55, [-10.0,-10.0,0.0,0.0], 130.446030
467, 18:14:39:55, [-10.0,10.0,10.0,0.0], 15.421571
468, 18:14:39:55, [-10.0,0.0,10.0,10.0], 135.421571
469, 18:14:39:55, [-10.0,0.0,10.0,0.0], 67.304536
470, 18:14:39:55, [0.0,0.0,0.0,10.0], -303.953994
471, 18:14:39:55, [10.0,0.0,10.0,10.0], -107.719923
472, 18:14:39:55, [-10.0,10.0,0.0,10.0], -124.578429
473, 18:14:39:55, [10.0,0.0,10.0,0.0], -175.836958
474, 18:14:39:55, [10.0,10.0,0.0,10.0], -367.719923
475, 18:14:39:56, [10.0,-10.0,10.0,0.0], 95.421571
476, 18:14:39:56, [10.0,-10.0,0.0,10.0], -44.578429
477, 18:14:39:56, [0.0,-10.0,10.0,10.0], 175.421571
478, 18:14:39:56, [10.0,10.0,10.0,0.0], -227.719923
479, 18:14:39:56, [0.0,-10.0,10.0,0.0], 107.304536
480, 18:14:39:56, [0.0,-10.0,10.0,0.0], 107.304536
481, 18:14:39:56, [1e-08,-10.0,10.0,0.0], 107.304536
482, 18:14:39:56, [0.0,-9.99999999,10.0,0.0], 107.304535
483, 18:14:39:56, [0.0,-10.0,9.99999999,0.0], 107.304536
484, 18:14:39:56, [0.0,-10.0,10.0,1e-08], 107.304536
485, 18:14:39:56, [9.112716270465159,10.0,-10.0,1.1127212928840875], -425.523779
486, 18:14:39:56, [9.11271628046516,10.0,-10.0,1.1127212928840875], -425.523779
487, 18:14:39:56, [9.112716270465159,9.99999999,-10.0,1.1127212928840875], -425.523779
488, 18:14:39:56, [9.112716270465159,10.0,-9.99999999,1.1127212928840875], -425.523779
489, 18:14:39:56, [9.112716270465159,10.0,-10.0,1.1127213028840874], -425.523779
490, 18:14:39:56, [6.031889329356124,10.0,-4.479906107963099,-1.0271303230387132], -470.708552
491, 18:14:39:56, [6.031889339356124,10.0,-4.479906107963099,-1.0271303230387132], -470.708552
492, 18:14:39:56, [6.031889329356124,9.99999999,-4.479906107963099,-1.0271303230387132], -470.708552
493, 18:14:39:56, [6.031889329356124,10.0,-4.479906097963099,-1.0271303230387132], -470.708552
494, 18:14:39:56, [6.031889329356124,10.0,-4.479906107963099,-1.0271303130387133], -470.708552
495, 18:14:39:56, [5.981832875026643,10.0,-5.864311259464297,0.8025086572700243], -482.079053
496, 18:14:39:56, [5.981832885026643,10.0,-5.864311259464297,0.8025086572700243], -482.079053
497, 18:14:39:56, [5.981832875026643,9.99999999,-5.864311259464297,0.8025086572700243], -482.079053
498, 18:14:39:56, [5.981832875026643,10.0,-5.864311249464297,0.8025086572700243], -482.079053
499, 18:14:39:56, [5.981832875026643,10.0,-5.864311259464297,0.8025086672700243], -482.079053
500, 18:14:39:56, [6.051008862289759,10.0,-6.811177526987317,0.4633137894753755], -482.724169
501, 18:14:39:56, [6.051008872289759,10.0,-6.811177526987317,0.4633137894753755], -482.724169
502, 18:14:39:56, [6.051008862289759,9.99999999,-6.811177526987317,0.4633137894753755], -482.724169
503, 18:14:39:56, [6.051008862289759,10.0,-6.811177516987317,0.4633137894753755], -482.724169
504, 18:14:39:57, [6.051008862289759,10.0,-6.811177526987317,0.4633137994753755], -482.724169
505, 18:14:39:57, [5.672734948471286,10.0,-6.308192572868443,0.08831801793073273], -483.980035
506, 18:14:39:57, [5.672734958471286,10.0,-6.308192572868443,0.08831801793073273], -483.980035
507, 18:14:39:57, [5.672734948471286,9.99999999,-6.308192572868443,0.08831801793073273], -483.980035
508, 18:14:39:57, [5.672734948471286,10.0,-6.308192562868443,0.08831801793073273], -483.980035
509, 18:14:39:57, [5.672734948471286,10.0,-6.308192572868443,0.08831802793073272], -483.980035
510, 18:14:39:57, [5.88485405747472,10.0,-6.292414035816832,0.1604549601736043], -484.091445
511, 18:14:39:57, [5.88485406747472,10.0,-6.292414035816832,0.1604549601736043], -484.091445
512, 18:14:39:57, [5.88485405747472,9.99999999,-6.292414035816832,0.1604549601736043], -484.091445
513, 18:14:39:57, [5.88485405747472,10.0,-6.292414025816832,0.1604549601736043], -484.091445
514, 18:14:39:57, [5.88485405747472,10.0,-6.292414035816832,0.1604549701736043], -484.091445
515, 18:14:39:57, [5.8351597753618965,10.0,-6.329500496523294,0.16329822869034877], -484.105159
516, 18:14:39:57, [5.835159785361896,10.0,-6.329500496523294,0.16329822869034877], -484.105159
517, 18:14:39:57, [5.8351597753618965,9.99999999,-6.329500496523294,0.16329822869034877], -484.105159
518, 18:14:39:57, [5.8351597753618965,10.0,-6.329500486523294,0.16329822869034877], -484.105159
519, 18:14:39:57, [5.8351597753618965,10.0,-6.329500496523294,0.16329823869034876], -484.105159
520, 18:14:39:57, [5.83637714273637,10.0,-6.327127330825682,0.1572792774983479], -484.105258
521, 18:14:39:57, [5.83637715273637,10.0,-6.327127330825682,0.1572792774983479], -484.105258
522, 18:14:39:57, [5.83637714273637,9.99999999,-6.327127330825682,0.1572792774983479], -484.105258
523, 18:14:39:57, [5.83637714273637,10.0,-6.327127320825682,0.1572792774983479], -484.105258
524, 18:14:39:57, [5.83637714273637,10.0,-6.327127330825682,0.1572792874983479], -484.105258
525, 18:14:39:57, [5.836315510694471,10.0,-6.326896691505782,0.1586001866558537], -484.105263
526, 18:14:39:57, [5.836315520694471,10.0,-6.326896691505782,0.1586001866558537], -484.105263
527, 18:14:39:57, [5.836315510694471,9.99999999,-6.326896691505782,0.1586001866558537], -484.105263
528, 18:14:39:57, [5.836315510694471,10.0,-6.326896681505782,0.1586001866558537], -484.105263
529, 18:14:39:57, [5.836315510694471,10.0,-6.326896691505782,0.1586001966558537], -484.105263
530, 18:14:39:57, [5.836320054057784,10.0,-6.326977861145358,0.15856782533054398], -484.105263
531, 18:14:39:58, [5.836320064057784,10.0,-6.326977861145358,0.15856782533054398], -484.105263
532, 18:14:39:58, [5.836320054057784,9.99999999,-6.326977861145358,0.15856782533054398], -484.105263
533, 18:14:39:58, [5.836320054057784,10.0,-6.326977851145358,0.15856782533054398], -484.105263
534, 18:14:39:58, [5.836320054057784,10.0,-6.326977861145358,0.15856783533054397], -484.105263
535, 18:14:39:58, [-10.0,0.0,10.0,0.0], 67.304536
536, 18:14:39:58, [-9.99999999,0.0,10.0,0.0], 67.304535
537, 18:14:39:58, [-10.0,1e-08,10.0,0.0], 67.304536
538, 18:14:39:58, [-10.0,0.0,9.99999999,0.0], 67.304536
539, 18:14:39:58, [-10.0,0.0,10.0,1e-08], 67.304536
540, 18:14:39:58, [10.0,10.0,-10.0,1.1127212928842103], -422.263302
541, 18:14:39:58, [9.99999999,10.0,-10.0,1.1127212928842103], -422.263302
542, 18:14:39:58, [10.0,9.99999999,-10.0,1.1127212928842103], -422.263302
543, 18:14:39:58, [10.0,10.0,-9.99999999,1.1127212928842103], -422.263302
544, 18:14:39:58, [10.0,10.0,-10.0,1.1127213028842102], -422.263302
545, 18:14:39:58, [8.647271294128995,10.0,-4.581615805240129,-1.051215516444226], -452.450340
546, 18:14:39:58, [8.647271304128996,10.0,-4.581615805240129,-1.051215516444226], -452.450340
547, 18:14:39:58, [8.647271294128995,9.99999999,-4.581615805240129,-1.051215516444226], -452.450340
548, 18:14:39:58, [8.647271294128995,10.0,-4.581615795240129,-1.051215516444226], -452.450340
549, 18:14:39:58, [8.647271294128995,10.0,-4.581615805240129,-1.0512155064442261], -452.450340
550, 18:14:39:58, [7.051114808847888,10.0,-5.4177972907811665,0.577280614765801], -475.686388
551, 18:14:39:58, [7.051114818847888,10.0,-5.4177972907811665,0.577280614765801], -475.686388
552, 18:14:39:58, [7.051114808847888,9.99999999,-5.4177972907811665,0.577280614765801], -475.686388
553, 18:14:39:58, [7.051114808847888,10.0,-5.4177972807811665,0.577280614765801], -475.686388
554, 18:14:39:58, [7.051114808847888,10.0,-5.4177972907811665,0.577280624765801], -475.686388
555, 18:14:39:58, [2.747620552156126,10.0,-6.901116760095012,1.9202829973274356], -454.429511
556, 18:14:39:58, [2.747620562156126,10.0,-6.901116760095012,1.9202829973274356], -454.429511
557, 18:14:39:58, [2.747620552156126,9.99999999,-6.901116760095012,1.9202829973274356], -454.429511
558, 18:14:39:58, [2.747620552156126,10.0,-6.901116750095012,1.9202829973274356], -454.429511
559, 18:14:39:59, [2.747620552156126,10.0,-6.901116760095012,1.9202830073274355], -454.429511
560, 18:14:39:59, [6.082900335304394,10.0,-5.751519446177408,0.8794337645643944], -481.271473
561, 18:14:39:59, [6.0829003453043935,10.0,-5.751519446177408,0.8794337645643944], -481.271473
562, 18:14:39:59, [6.082900335304394,9.99999999,-5.751519446177408,0.8794337645643944], -481.271473
563, 18:14:39:59, [6.082900335304394,10.0,-5.751519436177408,0.8794337645643944], -481.271473
564, 18:14:39:59, [6.082900335304394,10.0,-5.751519446177408,0.8794337745643944], -481.271473
565, 18:14:39:59, [6.061802159910577,10.0,-7.269389272186006,0.6852985417557926], -479.607478
566, 18:14:39:59, [6.061802169910577,10.0,-7.269389272186006,0.6852985417557926], -479.607478
567, 18:14:39:59, [6.061802159910577,9.99999999,-7.269389272186006,0.6852985417557926], -479.607478
568, 18:14:39:59, [6.061802159910577,10.0,-7.269389262186006,0.6852985417557926], -479.607478
569, 18:14:39:59, [6.061802159910577,10.0,-7.269389272186006,0.6852985517557927], -479.607478
570, 18:14:39:59, [6.074367593394309,10.0,-6.3653920316821875,0.8009195935063633], -482.675567
571, 18:14:39:59, [6.074367603394309,10.0,-6.3653920316821875,0.8009195935063633], -482.675567
572, 18:14:39:59, [6.074367593394309,9.99999999,-6.3653920316821875,0.8009195935063633], -482.675567
573, 18:14:39:59, [6.074367593394309,10.0,-6.3653920216821875,0.8009195935063633], -482.675567
574, 18:14:39:59, [6.074367593394309,10.0,-6.3653920316821875,0.8009196035063634], -482.675567
575, 18:14:39:59, [5.792027856266116,10.0,-6.363941824031208,0.44463974653039023], -483.831947
576, 18:14:39:59, [5.792027866266116,10.0,-6.363941824031208,0.44463974653039023], -483.831947
577, 18:14:39:59, [5.792027856266116,9.99999999,-6.363941824031208,0.44463974653039023], -483.831947
578, 18:14:39:59, [5.792027856266116,10.0,-6.363941814031208,0.44463974653039023], -483.831947
579, 18:14:39:59, [5.792027856266116,10.0,-6.363941824031208,0.44463975653039023], -483.831947
580, 18:14:39:59, [5.839723670728261,10.0,-6.333985518769467,0.05602008396705874], -484.068926
581, 18:14:39:59, [5.839723680728261,10.0,-6.333985518769467,0.05602008396705874], -484.068926
582, 18:14:39:59, [5.839723670728261,9.99999999,-6.333985518769467,0.05602008396705874], -484.068926
583, 18:14:39:59, [5.839723670728261,10.0,-6.333985508769467,0.05602008396705874], -484.068926
584, 18:14:39:59, [5.839723670728261,10.0,-6.333985518769467,0.05602009396705874], -484.068926
585, 18:14:39:59, [5.836185709420903,10.0,-6.32477777704294,0.16786292400271968], -484.104954
586, 18:14:39:59, [5.836185719420903,10.0,-6.32477777704294,0.16786292400271968], -484.104954
587, 18:14:39:59, [5.836185709420903,9.99999999,-6.32477777704294,0.16786292400271968], -484.104954
588, 18:14:40:00, [5.836185709420903,10.0,-6.32477776704294,0.16786292400271968], -484.104954
589, 18:14:40:00, [5.836185709420903,10.0,-6.32477777704294,0.16786293400271968], -484.104954
590, 18:14:40:00, [5.836352267062136,10.0,-6.327182015722779,0.15883114801410467], -484.105263
591, 18:14:40:00, [5.836352277062136,10.0,-6.327182015722779,0.15883114801410467], -484.105263
592, 18:14:40:00, [5.836352267062136,9.99999999,-6.327182015722779,0.15883114801410467], -484.105263
593, 18:14:40:00, [5.836352267062136,10.0,-6.327182005722779,0.15883114801410467], -484.105263
594, 18:14:40:00, [5.836352267062136,10.0,-6.327182015722779,0.15883115801410466], -484.105263
595, 18:14:40:00, [5.836312198920756,10.0,-6.326932809303817,0.15855533326186888], -484.105263
596, 18:14:40:00, [5.836312208920756,10.0,-6.326932809303817,0.15855533326186888], -484.105263
597, 18:14:40:00, [5.836312198920756,9.99999999,-6.326932809303817,0.15855533326186888], -484.105263
598, 18:14:40:00, [5.836312198920756,10.0,-6.326932799303817,0.15855533326186888], -484.105263
